,id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified,clean_text,topic_id
69528,1518960045374926848,https://twitter.com/RepSusieLee/status/1518960045374926848,Tue Apr 26 14:27:50 +0000 2022,2022-04-26T14:27:50+00:00,RepSusieLee,"I worked to put myself through college with a combination of scholarships, loans, &amp; part-time jobs.  College affordability is personal to me.  That's why I'm working in Congress to guarantee this opportunity for everyone, by expanding Pell Grants &amp; building new savings programs.",original,,,,,31,,,,en,,,5,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,I worked to put myself through college with a combination of scholarships loans amp parttime jobs  College affordability is personal to me  Thats why Im working in Congress to guarantee this opportunity for everyone by expanding Pell Grants amp building new savings programs,1081
69570,1513982891541385224,https://twitter.com/RepSusieLee/status/1513982891541385224,Tue Apr 12 20:50:24 +0000 2022,2022-04-12T20:50:24+00:00,RepSusieLee,"I paid for college through a combination of loans, part-time jobs, scholarships, &amp; Pell Grants.  College affordability is personal. That's why I introduced the Pell Grant Sustainability Act. It was a pleasure to sit down down with students and @UNLV leaders to discuss it. https://t.co/z4K64RZast",original,,,https://pbs.twimg.com/media/FQK_ajSXwAQw8tw.jpg https://pbs.twimg.com/media/FQK_ajVWUAs3n4W.jpg,,29,,,,en,,0.0,4,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,I paid for college through a combination of loans parttime jobs scholarships amp Pell Grants  College affordability is personal Thats why I introduced the Pell Grant Sustainability Act It was a pleasure to sit down down with students and UNLV leaders to discuss it ,1081
69736,1501029709894897665,https://twitter.com/RepSusieLee/status/1501029709894897665,Tue Mar 08 02:59:05 +0000 2022,2022-03-08T02:59:05+00:00,RepSusieLee,"It's been a year since the passage of #AmericanRescuePlan, which included the Higher Education Emergency Relief Fund to support 23 Nevada universities and community colleges including @UNLV, @CSNCoyote, &amp; @NevadaState.",original,,AmericanRescuePlan,,,14,,,,en,,,3,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Its been a year since the passage of AmericanRescuePlan which included the Higher Education Emergency Relief Fund to support  Nevada universities and community colleges including UNLV CSNCoyote amp NevadaState,533
69791,1496572600713199618,https://twitter.com/RepSusieLee/status/1496572600713199618,Wed Feb 23 19:48:07 +0000 2022,2022-02-23T19:48:07+00:00,RepSusieLee,"Every year, millions in Pell Grants go unclaimed. Don't let this be you. Apply for federal aid with FAFSA!  I'm joining @NVTreasurer to encourage all high school seniors to fill out their FAFSA. Follow the link for more info: https://t.co/VeNXXGvnTQ",original,,,,https://nevada.fafsatracker.com/faceoff,23,,,,en,,0.0,11,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Every year millions in Pell Grants go unclaimed Dont let this be you Apply for federal aid with FAFSA  Im joining NVTreasurer to encourage all high school seniors to fill out their FAFSA Follow the link for more info ,1081
69864,1488942071520149505,https://twitter.com/RepSusieLee/status/1488942071520149505,Wed Feb 02 18:27:07 +0000 2022,2022-02-02T18:27:07+00:00,RepSusieLee,"Pell Grants make it possible for more than 6M Americans annually to attend college.   Yet from 2009 to 2021, Pell Grant's value remained flat while inflation rose 26% &amp; college tuition increased even higher.   Today, @repsusielee &amp; I introduced a bill to solve this problem. (1/4)",retweet,,,,,37,,,,en,,,13,1.4886295711089705e+18,RepCasten,1.0834722860893962e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Pell Grants make it possible for more than M Americans annually to attend college   Yet from  to  Pell Grants value remained flat while inflation rose  amp college tuition increased even higher   Today repsusielee amp I introduced a bill to solve this problem ,1081
69866,1488712964513402883,https://twitter.com/RepSusieLee/status/1488712964513402883,Wed Feb 02 03:16:44 +0000 2022,2022-02-02T03:16:44+00:00,RepSusieLee,Today I joined @RepCasten to introduce the Pell Grant Sustainability Act. I've spent my career working to improve opportunities for underserved students. I know that Pell grants have opened doors for so many. This bill ensures that they continue to have that effect going forward.,original,,,,,71,,,,en,,,17,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Today I joined RepCasten to introduce the Pell Grant Sustainability Act Ive spent my career working to improve opportunities for underserved students I know that Pell grants have opened doors for so many This bill ensures that they continue to have that effect going forward,1081
69920,1483929135806402560,https://twitter.com/RepSusieLee/status/1483929135806402560,Wed Jan 19 22:27:30 +0000 2022,2022-01-19T22:27:30+00:00,RepSusieLee,"As part of a settlement with Navient over misguided, costly loan options, Nevadan borrowers are eligible to receive $18 million in student loan relief. Find out if your eligible here: https://t.co/avEGqdKLLT.  https://t.co/wOsdbXWzZI",original,,,,http://NavientAGSettlement.com https://www.ktnv.com/news/nevada-borrowers-to-receive-over-18-million-in-student-loan-relief-following-navient-settlement,4,,,,en,,0.0,1,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,As part of a settlement with Navient over misguided costly loan options Nevadan borrowers are eligible to receive  million in student loan relief Find out if your eligible here   ,118
69986,1471640071971524612,https://twitter.com/RepSusieLee/status/1471640071971524612,Fri Dec 17 00:35:09 +0000 2021,2021-12-17T00:35:09+00:00,RepSusieLee,"It was a pleasure joining @NSHE’s Hispanic Serving Institution Taskforce today for a roundtable to discuss the #BuildBackBetterAct. Build Back Better includes funds to invest in research, modernize facilities, and expand Pell grants to make college more affordable. https://t.co/DoUCZT0edI",original,,BuildBackBetterAct,https://pbs.twimg.com/media/FGxQ0pMWUAIKiT5.jpg,,15,,,,en,,0.0,6,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,It was a pleasure joining NSHEs Hispanic Serving Institution Taskforce today for a roundtable to discuss the BuildBackBetterAct Build Back Better includes funds to invest in research modernize facilities and expand Pell grants to make college more affordable ,1081
70301,1440305773171515418,https://twitter.com/RepSusieLee/status/1440305773171515418,Tue Sep 21 13:23:50 +0000 2021,2021-09-21T13:23:50+00:00,RepSusieLee,I'm so proud to announce that @USEdGov is providing nearly $1 million for southern Nevada colleges &amp; universities to expand critical child care programs for parents.  https://t.co/niFDQZ3bem,original,,,,https://www.fox5vegas.com/news/over-1-million-announced-for-child-care-services-at-southern-nevada-colleges/article_263464a2-180c-11ec-9997-bf0f56a17e4f.html?block_id=994400,33,,,,en,,0.0,3,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Im so proud to announce that USEdGov is providing nearly  million for southern Nevada colleges amp universities to expand critical child care programs for parents  ,533
70315,1438922837616742402,https://twitter.com/RepSusieLee/status/1438922837616742402,Fri Sep 17 17:48:33 +0000 2021,2021-09-17T17:48:33+00:00,RepSusieLee,"I'm proud to announce that nearly $1 Million in @USEdGov grant funding is coming to support child care at Southern Nevada colleges and universities including @UNLV, @CSNCoyote, and @NevadaState. Read more here: https://t.co/N2WdFLwQDW https://t.co/W3hrmaqTRO",original,,,https://pbs.twimg.com/media/E_gT9glWUAAItEf.jpg,https://bit.ly/NVEdGrant,17,,,,en,,0.0,5,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Im proud to announce that nearly  Million in USEdGov grant funding is coming to support child care at Southern Nevada colleges and universities including UNLV CSNCoyote and NevadaState Read more here  ,533
70591,1410241591697154049,https://twitter.com/RepSusieLee/status/1410241591697154049,Wed Jun 30 14:19:31 +0000 2021,2021-06-30T14:19:31+00:00,RepSusieLee,"I went to college with help from grants, loans &amp; part-time jobs. With the rising costs of college today, that just won't cut it.  3,000 students default on their loans every day. That's why I introduced the Earn to Learn Act last week to help students and their families save. https://t.co/8hllaVNeaC",quote,,,,https://twitter.com/thehill/status/1408067160258146308,6,,,,en,,0.0,1,1.4080671602581463e+18,thehill,1917731.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,I went to college with help from grants loans amp parttime jobs With the rising costs of college today that just wont cut it   students default on their loans every day Thats why I introduced the Earn to Learn Act last week to help students and their families save ,1081
70606,1408229427654311936,https://twitter.com/RepSusieLee/status/1408229427654311936,Fri Jun 25 01:03:53 +0000 2021,2021-06-25T01:03:53+00:00,RepSusieLee,"With the help of loans, grants &amp; part-time jobs, I was fortunate to graduate without burdening student debt. But today, that’s not true for many students. My Earn to Learn Act will make college more affordable and help families and students save for the future. https://t.co/JJU0zdfGj4",original,,,https://pbs.twimg.com/ext_tw_video_thumb/1408229323027501061/pu/img/NNybaeCueUtZsoYy.jpg,,51,,,,en,,0.0,8,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,With the help of loans grants amp parttime jobs I was fortunate to graduate without burdening student debt But today thats not true for many students My Earn to Learn Act will make college more affordable and help families and students save for the future ,1081
70611,1408091565495566337,https://twitter.com/RepSusieLee/status/1408091565495566337,Thu Jun 24 15:56:04 +0000 2021,2021-06-24T15:56:04+00:00,RepSusieLee,"🚨NEW BILL🚨  I joined @RepDavid to introduce the bipartisan Earn to Learn Act. I went to college with help from grants, loans &amp; part-time jobs. Sadly, today, the costs of college are a barrier for so many students. My bill will reduce student debt &amp; make college more affordable. https://t.co/HPLJOLyPUk",original,,,https://pbs.twimg.com/tweet_video_thumb/E4mfXaxWQAIU14j.jpg,,24,,,,en,,0.0,7,,,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True, policecarlight NEW BILL policecarlight   I joined RepDavid to introduce the bipartisan Earn to Learn Act I went to college with help from grants loans amp parttime jobs Sadly today the costs of college are a barrier for so many students My bill will reduce student debt amp make college more affordable ,1081
70934,1380568891521445888,https://twitter.com/RepSusieLee/status/1380568891521445888,Fri Apr 09 17:10:48 +0000 2021,2021-04-09T17:10:48+00:00,RepSusieLee,🚨 ICYMI: The @SBAgov's #PaycheckProtectionProgram has been extended until May 31.  ➡️ Learn how to apply for a first or second draw PPP loan at https://t.co/rYirKOOWxQ. ➡️ Explore pandemic relief options at https://t.co/GTHvIQosVa.  https://t.co/SxEl2KxqXi,original,,PaycheckProtectionProgram,,https://sba.gov/ppp https://sba.gov/relief https://www.cbsnews.com/news/ppp-extension-law-deadline-may-31/,3,,,,en,,0.0,2,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True, policecarlight  ICYMI The SBAgovs PaycheckProtectionProgram has been extended until May    rightarrow  Learn how to apply for a first or second draw PPP loan at   rightarrow  Explore pandemic relief options at   ,575
71020,1373320461367513089,https://twitter.com/RepSusieLee/status/1373320461367513089,Sat Mar 20 17:08:07 +0000 2021,2021-03-20T17:08:07+00:00,RepSusieLee,"Last Congress, I fought to overturn the 2019 Borrower Defense rule to protect student borrowers who were defrauded by predatory, for-profit colleges. This has been one of my top priorities, &amp; I’m glad to see that @SecCardona will be giving students a fresh start from their debts.",original,,,,,35,,,,en,,,5,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Last Congress I fought to overturn the  Borrower Defense rule to protect student borrowers who were defrauded by predatory forprofit colleges This has been one of my top priorities amp Im glad to see that SecCardona will be giving students a fresh start from their debts,497
71056,1370500901929111560,https://twitter.com/RepSusieLee/status/1370500901929111560,Fri Mar 12 22:24:12 +0000 2021,2021-03-12T22:24:12+00:00,RepSusieLee,"For too long, the 90-10 loophole has allowed our brave servicemembers to be exploited by predatory, for-profit institutions. After fighting against these institutions for most of my career, I’m glad that the #AmericanRescuePlan will finally put an end to this fraudulent practice.",original,,AmericanRescuePlan,,,39,,,,en,,,3,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,For too long the  loophole has allowed our brave servicemembers to be exploited by predatory forprofit institutions After fighting against these institutions for most of my career Im glad that the AmericanRescuePlan will finally put an end to this fraudulent practice,497
71133,1364311569220268038,https://twitter.com/RepSusieLee/status/1364311569220268038,Tue Feb 23 20:30:00 +0000 2021,2021-02-23T20:30:00+00:00,RepSusieLee,"Students with disabilities already face an uphill battle to access quality education, and the pandemic has made the climb even steeper.    My bill, the Keep our PACT Act, will fully fund IDEA special education. This is the bold policy our students need.  https://t.co/2TvUMGYsNa",original,,,,https://politi.co/37G6ptW,18,,,,en,,0.0,4,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Students with disabilities already face an uphill battle to access quality education and the pandemic has made the climb even steeper    My bill the Keep our PACT Act will fully fund IDEA special education This is the bold policy our students need  ,494
71258,1347555609298808834,https://twitter.com/RepSusieLee/status/1347555609298808834,Fri Jan 08 14:47:48 +0000 2021,2021-01-08T14:47:48+00:00,RepSusieLee,"Betsy DeVos’s legacy:   Tried to slash eduction funding, including for the Special Olympics   Gutted protections for students defrauded by for-profit schools  Gutted protections for campus sexual assault victims  Proposed using federal $ to buy teachers guns  You won’t be missed.",original,,,,,143,,,,en,,,22,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Betsy DeVoss legacy   Tried to slash eduction funding including for the Special Olympics   Gutted protections for students defrauded by forprofit schools  Gutted protections for campus sexual assault victims  Proposed using federal  to buy teachers guns  You wont be missed,497
71328,1341049643631841281,https://twitter.com/RepSusieLee/status/1341049643631841281,Mon Dec 21 15:55:25 +0000 2020,2020-12-21T15:55:25+00:00,RepSusieLee,We secured some massive wins for higher ed students in this end of year deal:  -Massively expands Pell Grants -Eases FAFSA qualifications -$1.34 billion in relief to HBCUs -Restores Pell Grant eligibility for defrauded students -Expands Pell Grants for incarcerated students,original,,,,,31,,,,en,,,7,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,We secured some massive wins for higher ed students in this end of year deal  Massively expands Pell Grants Eases FAFSA qualifications  billion in relief to HBCUs Restores Pell Grant eligibility for defrauded students Expands Pell Grants for incarcerated students,1081
71337,1340036370685980674,https://twitter.com/RepSusieLee/status/1340036370685980674,Fri Dec 18 20:49:02 +0000 2020,2020-12-18T20:49:02+00:00,RepSusieLee,Education referral websites help students find the school that's right for them. It's a crucial resource and shouldn't be a space for predatory for-profit colleges to lure &amp; mislead students.  @FTC knows what's going on. @RepKatiePorter and I are getting to the bottom of it. https://t.co/PMHPJ1j45Q,quote,,,,https://twitter.com/RepKatiePorter/status/1340030091594584064,21,,,,en,,0.0,6,1.340030091594584e+18,RepKatiePorter,1.0812228374599965e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Education referral websites help students find the school thats right for them Its a crucial resource and shouldnt be a space for predatory forprofit colleges to lure amp mislead students  FTC knows whats going on RepKatiePorter and I are getting to the bottom of it ,497
71511,1316094963407618048,https://twitter.com/RepSusieLee/status/1316094963407618048,Tue Oct 13 19:14:25 +0000 2020,2020-10-13T19:14:25+00:00,RepSusieLee,Every small business owner knows that time is precious.  Saving time on the #PPP loan forgiveness application makes a huge difference as NV small businesses continue to work their tails off through #COVID19. I’ll keep fighting for our small businesses. https://t.co/JMrv2Xaezi,original,,PPP COVID19,,https://www.reviewjournal.com/business/streamlined-ppp-loan-forgiveness-a-time-saver-for-many-businesses-2145642/,7,,,,en,,0.0,2,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33377,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Every small business owner knows that time is precious  Saving time on the PPP loan forgiveness application makes a huge difference as NV small businesses continue to work their tails off through COVID Ill keep fighting for our small businesses ,575
71663,1303886585704910848,https://twitter.com/RepSusieLee/status/1303886585704910848,Thu Sep 10 02:42:41 +0000 2020,2020-09-10T02:42:41+00:00,RepSusieLee,"You can also read about my bill, the Communities Serving Schools Act, which would provide grants to state and local education agencies to finally invest in wraparound school services:  https://t.co/Ef9UPdC6jT",reply,,,,https://susielee.house.gov/media/press-releases/rep-susie-lee-introduces-wrap-around-school-services-bill-invest-k-12-students,0,RepSusieLee,1.303886584799003e+18,1.079061579973439e+18,en,,0.0,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,You can also read about my bill the Communities Serving Schools Act which would provide grants to state and local education agencies to finally invest in wraparound school services  ,1081
71698,1300909750880817157,https://twitter.com/RepSusieLee/status/1300909750880817157,Tue Sep 01 21:33:49 +0000 2020,2020-09-01T21:33:49+00:00,RepSusieLee,"Grant announcement for southern NV!  @CSNCoyote and @NevadaState are receiving @usedgov grants to expand opportunities for Hispanic students, under the Developing Hispanic-Serving Institutions (DHSI) program.  Learn more:  https://t.co/xaKuiOZeVq",original,,,,https://susielee.house.gov/media/press-releases/rep-lee-announces-11-million-southern-nevada-colleges-expand-opportunities,12,,,,en,,0.0,4,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Grant announcement for southern NV  CSNCoyote and NevadaState are receiving usedgov grants to expand opportunities for Hispanic students under the Developing HispanicServing Institutions DHSI program  Learn more  ,1081
71748,1297990606296420359,https://twitter.com/RepSusieLee/status/1297990606296420359,Mon Aug 24 20:14:10 +0000 2020,2020-08-24T20:14:10+00:00,RepSusieLee,"If you have student loans owned by the U.S. Department of Education, we’re happy to share that the administrative forbearance and 0% interest rate have been extended to provide relief during the COVID-19 emergency. Learn more: https://t.co/6liqmT452W https://t.co/limH2I66Yb",retweet,,,,,454,,,,en,,,371,1.296088247878267e+18,FAFSA,188001904.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,If you have student loans owned by the US Department of Education were happy to share that the administrative forbearance and  interest rate have been extended to provide relief during the COVID emergency Learn more  ,118
71771,1296182649451622400,https://twitter.com/RepSusieLee/status/1296182649451622400,Wed Aug 19 20:30:00 +0000 2020,2020-08-19T20:30:00+00:00,RepSusieLee,"Thanks to @CSNCoyote for joining me for a conversation yesterday.   Bottom line: our colleges need federal assistance to make up for education cuts in Nevada’s state budget, and to start the school year off right.   Check it out👇 https://t.co/TXIxtJOG29",quote,,,,https://twitter.com/nasfaa/status/1296153960579883009,3,,,,en,,0.0,2,1.296153960579883e+18,nasfaa,15233889.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Thanks to CSNCoyote for joining me for a conversation yesterday   Bottom line our colleges need federal assistance to make up for education cuts in Nevadas state budget and to start the school year off right   Check it out backhandindexpointingdown  ,533
71784,1295768346626056194,https://twitter.com/RepSusieLee/status/1295768346626056194,Tue Aug 18 17:03:42 +0000 2020,2020-08-18T17:03:42+00:00,RepSusieLee,🚨LIVE NOW🚨 I’m sitting down with @CSNCoyote to talk about how we can support Nevada higher education and community colleges during #COVID19. Tune in on Facebook Live👇  https://t.co/DEWgk1qjeA,original,,COVID19,,https://bit.ly/3aBHd85,2,,,,en,,0.0,1,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True, policecarlight LIVE NOW policecarlight  Im sitting down with CSNCoyote to talk about how we can support Nevada higher education and community colleges during COVID Tune in on Facebook Live backhandindexpointingdown   ,533
71817,1292541658282831873,https://twitter.com/RepSusieLee/status/1292541658282831873,Sun Aug 09 19:22:00 +0000 2020,2020-08-09T19:22:00+00:00,RepSusieLee,"The #COVID19 pandemic has been hard for our colleges &amp; universities, which is why @UNLV, @CSNCoyote &amp; @NevadaState receiving over $1.4 million in Student Support Services Program grants is such good news. I’ll continue fighting for funds like these!",original,,COVID19,,,28,,,,en,,,6,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,The COVID pandemic has been hard for our colleges amp universities which is why UNLV CSNCoyote amp NevadaState receiving over  million in Student Support Services Program grants is such good news Ill continue fighting for funds like these,533
